DQN,OPT,SYM
26.536306071732536,18.415633670673994,8.68353781789488
22.630700829855222,18.61219123508427,14.011137714863464
21.798603366869674,23.596344145489066,-14.459977074828451
23.042273876161815,21.294864507660282,17.79437496961377
25.900955682219067,23.739668960999975,-7.844026266237671
27.912583131248606,21.186601097835702,-3.4943504367942455
28.516749902542934,23.107214244317166,-60.075166221056385
23.977201041272505,26.366983906970844,-45.64664056346839
24.309080127277515,22.374839793578754,27.30970029841372
30.77740662388538,22.702711317572863,21.067908674315497
31.409449032136116,23.61595450872603,2.534475297768506
30.6425647692529,21.21062202478181,28.16553346535387
29.65745717075682,27.29793283129557,-26.516043097320072
28.23962025018622,20.186146233326873,7.439155280761242
26.17017391950398,21.003895501271867,16.77112449458346
29.829466879645224,30.305389785929812,8.789826949229923
24.819231694173613,22.636026650554797,17.7817941292818
26.548528164729632,18.36597044588368,31.344189782053224
23.164114905380174,27.152051606479006,1.140756484024189
30.730469185801322,18.17416219539755,2.991599927770688
19.930490606965204,29.577905798812285,-80.277080402925
17.098770104248487,20.416039219132077,30.24901892829941
22.837208909171682,11.987017441782847,20.45067127937859
24.31710004537956,26.553800969242047,-41.126320699896326
33.66802625004382,15.355521110487306,-50.02750131253275
27.845544293835932,28.448139868595632,0.18783292365468673
32.010803318930634,19.846068996964203,-0.6775066332942701
27.5593992627529,21.353748590000993,-1.5116318587415873
26.87364360306565,21.314315564698152,-72.93407497357492
23.30436662045178,25.832614247886557,-8.804569133914695
26.799657331946772,23.99548397433974,-17.644957856772237
24.578109935493668,26.389271050968166,21.74948255850431
25.410455479599094,25.59744488602421,-40.9562458466777
35.60091317645103,21.023554285697696,-5.738588566022523
27.00750101312524,22.538519241787213,27.419882983133046
29.205680087986384,20.03397904495289,-1.4030371894584561
26.002843259241565,21.919870404061733,29.14458645717021
27.375309233957363,20.828482847596433,-37.45664235569908
23.49602806563551,31.428820943098458,-12.282462796183829
28.900470288491032,20.29410136740999,27.360225200957032
35.665773783853375,22.771136836309484,17.565139056212125
24.08845463265121,21.033126105979015,-227.73510993558935
26.76690497543992,19.8517503264438,14.939686936961472
33.72338464557997,21.508721283001595,-77.45335104172632
27.216379348449635,32.67378695104107,-4.059679146504415
25.363266065800445,24.792919030599577,9.392657916204088
32.08799474765076,25.15569688407973,18.575714066472155
23.759022584809436,24.525933816358556,13.279555998055923
28.854603581350084,25.750717132432975,-46.97350719037758
30.157481922415823,19.520617652653222,10.569018074386356
27.218198056248145,21.619284643517194,14.9214884049358
32.742407442618465,19.981853601614347,-4.634609127151151
31.864952286740284,22.32474693409246,1.6522220164774548
23.388205985385156,19.425561850159973,-1.5487242753044348
